Year,StateAbbr,state,county,Category,Measure,Data_Value_Type,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,TotalPop18plus,LocationID,MeasureId,Short_Question_Text,Geolocation
2022,CO,Colorado,Bent,Disability,Hearing disability among adults,Crude prevalence,9.4,8.4,10.4,5399,4529,8011,HEARING,Hearing Disability,POINT (-103.072197677268 37.9549082494337)
2022,CO,Colorado,Bent,Health Risk Behaviors,Short sleep duration among adults,Age-adjusted prevalence,35.8,28.9,43.2,5399,4529,8011,SLEEP,Short Sleep Duration,POINT (-103.072197677268 37.9549082494337)
2022,CO,Colorado,Bent,Health Outcomes,Stroke among adults,Age-adjusted prevalence,4,3.7,4.3,5399,4529,8011,STROKE,Stroke,POINT (-103.072197677268 37.9549082494337)
2022,CO,Colorado,Bent,Health Status,Frequent physical distress among adults,Crude prevalence,16.4,14.7,18.3,5399,4529,8011,PHLTH,Frequent Physical Distress,POINT (-103.072197677268 37.9549082494337)
2022,CO,Colorado,Bent,Disability,Any disability among adults,Crude prevalence,35.5,31.2,40,5399,4529,8011,DISABILITY,Any Disability,POINT (-103.072197677268 37.9549082494337)
2022,CO,Colorado,Bent,Health Risk Behaviors,No leisure-time physical activity among adults,Crude prevalence,26.6,22.4,31.2,5399,4529,8011,LPA,Physical Inactivity,POINT (-103.072197677268 37.9549082494337)
2021,CO,Colorado,Bent,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,Crude prevalence,74.8,71.2,78.1,5399,4529,8011,BPMED,High Blood Pressure Medication,POINT (-103.072197677268 37.9549082494337)
2022,CO,Colorado,Bent,Prevention,Visited dentist or dental clinic in the past year among adults,Age-adjusted prevalence,48.8,44.9,52.8,5399,4529,8011,DENTAL,Dental Visit,POINT (-103.072197677268 37.9549082494337)
2021,CO,Colorado,Bent,Prevention,Cholesterol screening among adults,Age-adjusted prevalence,76.7,73.3,80,5399,4529,8011,CHOLSCREEN,Cholesterol Screening,POINT (-103.072197677268 37.9549082494337)
2022,CO,Colorado,Bent,Health Outcomes,Coronary heart disease among adults,Crude prevalence,8.5,7.7,9.4,5399,4529,8011,CHD,Coronary Heart Disease,POINT (-103.072197677268 37.9549082494337)
2022,CO,Colorado,Bent,Health Risk Behaviors,Binge drinking among adults,Crude prevalence,17.7,14.5,21.4,5399,4529,8011,BINGE,Binge Drinking,POINT (-103.072197677268 37.9549082494337)
2022,CO,Colorado,Bent,Disability,Mobility disability among adults,Age-adjusted prevalence,14.6,13,16.3,5399,4529,8011,MOBILITY,Mobility Disability,POINT (-103.072197677268 37.9549082494337)
2022,CO,Colorado,Bent,Health Outcomes,Coronary heart disease among adults,Age-adjusted prevalence,7.1,6.5,7.9,5399,4529,8011,CHD,Coronary Heart Disease,POINT (-103.072197677268 37.9549082494337)
2022,CO,Colorado,Bent,Health Outcomes,All teeth lost among adults aged >=65 years,Crude prevalence,22.8,18.9,27.1,5399,4529,8011,TEETHLOST,All Teeth Lost,POINT (-103.072197677268 37.9549082494337)
2022,CO,Colorado,Bent,Health Outcomes,Arthritis among adults,Age-adjusted prevalence,24.7,21.6,28,5399,4529,8011,ARTHRITIS,Arthritis,POINT (-103.072197677268 37.9549082494337)
2022,CO,Colorado,Bent,Health Risk Behaviors,Current cigarette smoking among adults,Crude prevalence,18.5,16.3,20.8,5399,4529,8011,CSMOKING,Current Cigarette Smoking,POINT (-103.072197677268 37.9549082494337)
2022,CO,Colorado,Bent,Prevention,Mammography use among women aged 50-74 years,Age-adjusted prevalence,63.9,54.4,72.6,5399,4529,8011,MAMMOUSE,Mammography,POINT (-103.072197677268 37.9549082494337)
2022,CO,Colorado,Bent,Health Status,Fair or poor self-rated health status among adults,Age-adjusted prevalence,22.8,20.5,25.3,5399,4529,8011,GHLTH,General Health,POINT (-103.072197677268 37.9549082494337)
2021,CO,Colorado,Bent,Health Outcomes,High cholesterol among adults who have ever been screened,Age-adjusted prevalence,28.9,24.5,33.8,5399,4529,8011,HIGHCHOL,High Cholesterol,POINT (-103.072197677268 37.9549082494337)
2022,CO,Colorado,Bent,Prevention,Colorectal cancer screening among adults aged 45–75 years,Crude prevalence,51.9,46.3,57.3,5399,4529,8011,COLON_SCREEN,Colorectal Cancer Screening,POINT (-103.072197677268 37.9549082494337)
2022,CO,Colorado,Bent,Health Risk Behaviors,Short sleep duration among adults,Crude prevalence,34.8,28,42.1,5399,4529,8011,SLEEP,Short Sleep Duration,POINT (-103.072197677268 37.9549082494337)
2022,CO,Colorado,Bent,Health Outcomes,Current asthma among adults,Age-adjusted prevalence,10.6,9.4,12,5399,4529,8011,CASTHMA,Current Asthma,POINT (-103.072197677268 37.9549082494337)
2022,CO,Colorado,Bent,Health Risk Behaviors,No leisure-time physical activity among adults,Age-adjusted prevalence,25.8,21.6,30.2,5399,4529,8011,LPA,Physical Inactivity,POINT (-103.072197677268 37.9549082494337)
2022,CO,Colorado,Bent,Disability,Any disability among adults,Age-adjusted prevalence,33.9,29.7,38.4,5399,4529,8011,DISABILITY,Any Disability,POINT (-103.072197677268 37.9549082494337)
2022,CO,Colorado,Bent,Health Outcomes,Depression among adults,Crude prevalence,21.7,18.4,25.3,5399,4529,8011,DEPRESSION,Depression,POINT (-103.072197677268 37.9549082494337)
2022,CO,Colorado,Bent,Prevention,Visits to doctor for routine checkup within the past year among adults,Crude prevalence,68.5,63.9,72.9,5399,4529,8011,CHECKUP,Annual Checkup,POINT (-103.072197677268 37.9549082494337)
2021,CO,Colorado,Bent,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,Age-adjusted prevalence,55.5,50.4,60.7,5399,4529,8011,BPMED,High Blood Pressure Medication,POINT (-103.072197677268 37.9549082494337)
2022,CO,Colorado,Bent,Health Status,Frequent mental distress among adults,Crude prevalence,17.8,16.1,19.6,5399,4529,8011,MHLTH,Frequent Mental Distress,POINT (-103.072197677268 37.9549082494337)
2022,CO,Colorado,Bent,Health Outcomes,Depression among adults,Age-adjusted prevalence,22.2,18.8,25.9,5399,4529,8011,DEPRESSION,Depression,POINT (-103.072197677268 37.9549082494337)
2022,CO,Colorado,Bent,Health Outcomes,Obesity among adults,Age-adjusted prevalence,33.1,25.6,41.2,5399,4529,8011,OBESITY,Obesity,POINT (-103.072197677268 37.9549082494337)
2022,CO,Colorado,Bent,Health Outcomes,Arthritis among adults,Crude prevalence,27.2,26.3,28,5399,4529,8011,ARTHRITIS,Arthritis,POINT (-103.072197677268 37.9549082494337)
2022,CO,Colorado,Bent,Health Outcomes,All teeth lost among adults aged >=65 years,Age-adjusted prevalence,23.1,19.2,27.5,5399,4529,8011,TEETHLOST,All Teeth Lost,POINT (-103.072197677268 37.9549082494337)
2022,CO,Colorado,Bent,Disability,Cognitive disability among adults,Age-adjusted prevalence,17.6,15.8,19.5,5399,4529,8011,COGNITION,Cognitive Disability,POINT (-103.072197677268 37.9549082494337)
2022,CO,Colorado,Bent,Health Risk Behaviors,Binge drinking among adults,Age-adjusted prevalence,19.1,15.5,23,5399,4529,8011,BINGE,Binge Drinking,POINT (-103.072197677268 37.9549082494337)
2022,CO,Colorado,Bent,Health Status,Fair or poor self-rated health status among adults,Crude prevalence,23.8,21.4,26.4,5399,4529,8011,GHLTH,General Health,POINT (-103.072197677268 37.9549082494337)
2022,CO,Colorado,Bent,Health Outcomes,Current asthma among adults,Crude prevalence,10.6,9.3,11.9,5399,4529,8011,CASTHMA,Current Asthma,POINT (-103.072197677268 37.9549082494337)
2022,CO,Colorado,Bent,Disability,Self-care disability among adults,Age-adjusted prevalence,5.3,4.9,5.8,5399,4529,8011,SELFCARE,Self-care Disability,POINT (-103.072197677268 37.9549082494337)
2021,CO,Colorado,Bent,Health Outcomes,High cholesterol among adults who have ever been screened,Crude prevalence,34.1,29.6,39,5399,4529,8011,HIGHCHOL,High Cholesterol,POINT (-103.072197677268 37.9549082494337)
2022,CO,Colorado,Bent,Health Outcomes,Chronic obstructive pulmonary disease among adults,Age-adjusted prevalence,7.8,7,8.6,5399,4529,8011,COPD,COPD,POINT (-103.072197677268 37.9549082494337)
2022,CO,Colorado,Bent,Health Outcomes,Cancer (non-skin) or melanoma among adults,Crude prevalence,8,7.2,8.8,5399,4529,8011,CANCER,Cancer (non-skin) or Melanoma,POINT (-103.072197677268 37.9549082494337)
2022,CO,Colorado,Bent,Disability,Hearing disability among adults,Age-adjusted prevalence,8.2,7.3,9.1,5399,4529,8011,HEARING,Hearing Disability,POINT (-103.072197677268 37.9549082494337)
2022,CO,Colorado,Bent,Health Status,Frequent mental distress among adults,Age-adjusted prevalence,18.8,16.9,20.6,5399,4529,8011,MHLTH,Frequent Mental Distress,POINT (-103.072197677268 37.9549082494337)
2022,CO,Colorado,Bent,Prevention,Visits to doctor for routine checkup within the past year among adults,Age-adjusted prevalence,66.3,61.5,71,5399,4529,8011,CHECKUP,Annual Checkup,POINT (-103.072197677268 37.9549082494337)
2022,CO,Colorado,Bent,Disability,Vision disability among adults,Crude prevalence,8,7.3,8.7,5399,4529,8011,VISION,Vision Disability,POINT (-103.072197677268 37.9549082494337)
2022,CO,Colorado,Bent,Health Outcomes,Diagnosed diabetes among adults,Crude prevalence,12.9,11.2,14.8,5399,4529,8011,DIABETES,Diabetes,POINT (-103.072197677268 37.9549082494337)
2022,CO,Colorado,Bent,Disability,Independent living disability among adults,Age-adjusted prevalence,10,9.1,11.1,5399,4529,8011,INDEPLIVE,Independent Living Disability,POINT (-103.072197677268 37.9549082494337)
2022,CO,Colorado,Bent,Disability,Cognitive disability among adults,Crude prevalence,17,15.3,18.9,5399,4529,8011,COGNITION,Cognitive Disability,POINT (-103.072197677268 37.9549082494337)
2022,CO,Colorado,Bent,Health Outcomes,Obesity among adults,Crude prevalence,32.7,25.3,40.9,5399,4529,8011,OBESITY,Obesity,POINT (-103.072197677268 37.9549082494337)
2021,CO,Colorado,Bent,Health Outcomes,High blood pressure among adults,Crude prevalence,34.4,30.1,39,5399,4529,8011,BPHIGH,High Blood Pressure,POINT (-103.072197677268 37.9549082494337)
2022,CO,Colorado,Bent,Health Outcomes,Chronic obstructive pulmonary disease among adults,Crude prevalence,8.8,7.9,9.7,5399,4529,8011,COPD,COPD,POINT (-103.072197677268 37.9549082494337)
2022,CO,Colorado,Bent,Disability,Self-care disability among adults,Crude prevalence,5.7,5.3,6.2,5399,4529,8011,SELFCARE,Self-care Disability,POINT (-103.072197677268 37.9549082494337)
2022,CO,Colorado,Bent,Prevention,Current lack of health insurance among adults aged 18-64 years,Age-adjusted prevalence,21.8,20,23.8,5399,4529,8011,ACCESS2,Health Insurance,POINT (-103.072197677268 37.9549082494337)
2022,CO,Colorado,Boulder,Health Risk Behaviors,Current cigarette smoking among adults,Crude prevalence,9.8,8.5,11.2,327468,270853,8013,CSMOKING,Current Cigarette Smoking,POINT (-105.357934107429 40.0924397577047)
2022,CO,Colorado,Boulder,Health Risk Behaviors,Binge drinking among adults,Crude prevalence,20.7,17.7,23.9,327468,270853,8013,BINGE,Binge Drinking,POINT (-105.357934107429 40.0924397577047)
2022,CO,Colorado,Boulder,Health Outcomes,Depression among adults,Age-adjusted prevalence,21.5,18.9,24.4,327468,270853,8013,DEPRESSION,Depression,POINT (-105.357934107429 40.0924397577047)
2022,CO,Colorado,Boulder,Health Outcomes,All teeth lost among adults aged >=65 years,Age-adjusted prevalence,8.5,6.8,10.4,327468,270853,8013,TEETHLOST,All Teeth Lost,POINT (-105.357934107429 40.0924397577047)
2022,CO,Colorado,Boulder,Health Risk Behaviors,Short sleep duration among adults,Crude prevalence,24.1,20.7,27.7,327468,270853,8013,SLEEP,Short Sleep Duration,POINT (-105.357934107429 40.0924397577047)
2022,CO,Colorado,Boulder,Prevention,Visits to doctor for routine checkup within the past year among adults,Crude prevalence,68.1,64.6,71.5,327468,270853,8013,CHECKUP,Annual Checkup,POINT (-105.357934107429 40.0924397577047)
2022,CO,Colorado,Boulder,Health Status,Frequent mental distress among adults,Crude prevalence,15.6,14,17.2,327468,270853,8013,MHLTH,Frequent Mental Distress,POINT (-105.357934107429 40.0924397577047)
2022,CO,Colorado,Boulder,Health Outcomes,Obesity among adults,Age-adjusted prevalence,18.6,15.5,22.1,327468,270853,8013,OBESITY,Obesity,POINT (-105.357934107429 40.0924397577047)
2021,CO,Colorado,Boulder,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,Crude prevalence,71.8,68.6,75,327468,270853,8013,BPMED,High Blood Pressure Medication,POINT (-105.357934107429 40.0924397577047)
2022,CO,Colorado,Boulder,Health Status,Fair or poor self-rated health status among adults,Crude prevalence,11.6,10.3,13.1,327468,270853,8013,GHLTH,General Health,POINT (-105.357934107429 40.0924397577047)
2022,CO,Colorado,Boulder,Disability,Cognitive disability among adults,Age-adjusted prevalence,11.2,9.9,12.5,327468,270853,8013,COGNITION,Cognitive Disability,POINT (-105.357934107429 40.0924397577047)
2022,CO,Colorado,Boulder,Health Outcomes,Depression among adults,Crude prevalence,21.7,19,24.5,327468,270853,8013,DEPRESSION,Depression,POINT (-105.357934107429 40.0924397577047)
2022,CO,Colorado,Boulder,Disability,Self-care disability among adults,Age-adjusted prevalence,2.3,2.1,2.5,327468,270853,8013,SELFCARE,Self-care Disability,POINT (-105.357934107429 40.0924397577047)
2021,CO,Colorado,Boulder,Health Outcomes,High cholesterol among adults who have ever been screened,Crude prevalence,29.2,26.5,32.1,327468,270853,8013,HIGHCHOL,High Cholesterol,POINT (-105.357934107429 40.0924397577047)
2022,CO,Colorado,Boulder,Health Outcomes,Chronic obstructive pulmonary disease among adults,Age-adjusted prevalence,4.6,4.1,5.2,327468,270853,8013,COPD,COPD,POINT (-105.357934107429 40.0924397577047)
2022,CO,Colorado,Boulder,Health Outcomes,Current asthma among adults,Crude prevalence,10.2,9,11.5,327468,270853,8013,CASTHMA,Current Asthma,POINT (-105.357934107429 40.0924397577047)
2022,CO,Colorado,Boulder,Health Risk Behaviors,No leisure-time physical activity among adults,Crude prevalence,12.5,10.6,14.6,327468,270853,8013,LPA,Physical Inactivity,POINT (-105.357934107429 40.0924397577047)
2022,CO,Colorado,Boulder,Prevention,Current lack of health insurance among adults aged 18-64 years,Crude prevalence,6.1,5.4,6.9,327468,270853,8013,ACCESS2,Health Insurance,POINT (-105.357934107429 40.0924397577047)
2022,CO,Colorado,Boulder,Health Status,Frequent mental distress among adults,Age-adjusted prevalence,15.4,13.9,17,327468,270853,8013,MHLTH,Frequent Mental Distress,POINT (-105.357934107429 40.0924397577047)
2022,CO,Colorado,Boulder,Health Risk Behaviors,Current cigarette smoking among adults,Age-adjusted prevalence,10.3,9,11.7,327468,270853,8013,CSMOKING,Current Cigarette Smoking,POINT (-105.357934107429 40.0924397577047)
2022,CO,Colorado,Boulder,Health Outcomes,Cancer (non-skin) or melanoma among adults,Crude prevalence,7.9,7.1,8.7,327468,270853,8013,CANCER,Cancer (non-skin) or Melanoma,POINT (-105.357934107429 40.0924397577047)
2022,CO,Colorado,Boulder,Disability,Vision disability among adults,Crude prevalence,3.5,3.2,3.9,327468,270853,8013,VISION,Vision Disability,POINT (-105.357934107429 40.0924397577047)
2022,CO,Colorado,Boulder,Disability,Independent living disability among adults,Crude prevalence,5.6,5.1,6.3,327468,270853,8013,INDEPLIVE,Independent Living Disability,POINT (-105.357934107429 40.0924397577047)
2022,CO,Colorado,Boulder,Health Outcomes,Diagnosed diabetes among adults,Crude prevalence,6.7,5.8,7.7,327468,270853,8013,DIABETES,Diabetes,POINT (-105.357934107429 40.0924397577047)
2022,CO,Colorado,Boulder,Prevention,Visits to doctor for routine checkup within the past year among adults,Age-adjusted prevalence,67.3,63.8,70.8,327468,270853,8013,CHECKUP,Annual Checkup,POINT (-105.357934107429 40.0924397577047)
2022,CO,Colorado,Boulder,Health Risk Behaviors,Short sleep duration among adults,Age-adjusted prevalence,24.7,21.2,28.3,327468,270853,8013,SLEEP,Short Sleep Duration,POINT (-105.357934107429 40.0924397577047)
2022,CO,Colorado,Boulder,Disability,Hearing disability among adults,Age-adjusted prevalence,5,4.4,5.7,327468,270853,8013,HEARING,Hearing Disability,POINT (-105.357934107429 40.0924397577047)
2022,CO,Colorado,Boulder,Health Outcomes,Arthritis among adults,Age-adjusted prevalence,21.3,19.1,23.6,327468,270853,8013,ARTHRITIS,Arthritis,POINT (-105.357934107429 40.0924397577047)
2022,CO,Colorado,Boulder,Disability,Any disability among adults,Age-adjusted prevalence,20.5,18,23.1,327468,270853,8013,DISABILITY,Any Disability,POINT (-105.357934107429 40.0924397577047)
2022,CO,Colorado,Boulder,Disability,Cognitive disability among adults,Crude prevalence,11.4,10.2,12.8,327468,270853,8013,COGNITION,Cognitive Disability,POINT (-105.357934107429 40.0924397577047)
2022,CO,Colorado,Boulder,Health Outcomes,Obesity among adults,Crude prevalence,18,15,21.4,327468,270853,8013,OBESITY,Obesity,POINT (-105.357934107429 40.0924397577047)
2021,CO,Colorado,Boulder,Health Outcomes,High blood pressure among adults,Age-adjusted prevalence,23.3,20.9,25.8,327468,270853,8013,BPHIGH,High Blood Pressure,POINT (-105.357934107429 40.0924397577047)
2022,CO,Colorado,Boulder,Disability,Self-care disability among adults,Crude prevalence,2.4,2.1,2.6,327468,270853,8013,SELFCARE,Self-care Disability,POINT (-105.357934107429 40.0924397577047)
2022,CO,Colorado,Boulder,Health Outcomes,Chronic obstructive pulmonary disease among adults,Crude prevalence,4.9,4.4,5.5,327468,270853,8013,COPD,COPD,POINT (-105.357934107429 40.0924397577047)
2022,CO,Colorado,Boulder,Prevention,Mammography use among women aged 50-74 years,Crude prevalence,72.5,66,78.6,327468,270853,8013,MAMMOUSE,Mammography,POINT (-105.357934107429 40.0924397577047)
2022,CO,Colorado,Boulder,Health Risk Behaviors,No leisure-time physical activity among adults,Age-adjusted prevalence,12.5,10.6,14.6,327468,270853,8013,LPA,Physical Inactivity,POINT (-105.357934107429 40.0924397577047)
2022,CO,Colorado,Boulder,Health Outcomes,Stroke among adults,Crude prevalence,2.4,2.2,2.7,327468,270853,8013,STROKE,Stroke,POINT (-105.357934107429 40.0924397577047)
2022,CO,Colorado,Boulder,Prevention,Visited dentist or dental clinic in the past year among adults,Crude prevalence,70.6,67.7,73.5,327468,270853,8013,DENTAL,Dental Visit,POINT (-105.357934107429 40.0924397577047)
2022,CO,Colorado,Boulder,Health Outcomes,Current asthma among adults,Age-adjusted prevalence,10.1,8.9,11.3,327468,270853,8013,CASTHMA,Current Asthma,POINT (-105.357934107429 40.0924397577047)
2022,CO,Colorado,Boulder,Health Outcomes,Cancer (non-skin) or melanoma among adults,Age-adjusted prevalence,7.4,6.7,8.2,327468,270853,8013,CANCER,Cancer (non-skin) or Melanoma,POINT (-105.357934107429 40.0924397577047)
2022,CO,Colorado,Boulder,Disability,Hearing disability among adults,Crude prevalence,5.3,4.7,6,327468,270853,8013,HEARING,Hearing Disability,POINT (-105.357934107429 40.0924397577047)
2022,CO,Colorado,Boulder,Disability,Vision disability among adults,Age-adjusted prevalence,3.4,3.1,3.7,327468,270853,8013,VISION,Vision Disability,POINT (-105.357934107429 40.0924397577047)
2022,CO,Colorado,Boulder,Disability,Independent living disability among adults,Age-adjusted prevalence,5.5,4.9,6.1,327468,270853,8013,INDEPLIVE,Independent Living Disability,POINT (-105.357934107429 40.0924397577047)
2022,CO,Colorado,Boulder,Prevention,Current lack of health insurance among adults aged 18-64 years,Age-adjusted prevalence,8.5,7.6,9.4,327468,270853,8013,ACCESS2,Health Insurance,POINT (-105.357934107429 40.0924397577047)
2022,CO,Colorado,Boulder,Health Outcomes,Diagnosed diabetes among adults,Age-adjusted prevalence,6.3,5.4,7.3,327468,270853,8013,DIABETES,Diabetes,POINT (-105.357934107429 40.0924397577047)
2022,CO,Colorado,Boulder,Disability,Any disability among adults,Crude prevalence,21.3,18.8,24,327468,270853,8013,DISABILITY,Any Disability,POINT (-105.357934107429 40.0924397577047)
2022,CO,Colorado,Boulder,Prevention,Colorectal cancer screening among adults aged 45–75 years,Age-adjusted prevalence,60.7,56.4,64.9,327468,270853,8013,COLON_SCREEN,Colorectal Cancer Screening,POINT (-105.357934107429 40.0924397577047)
2022,CO,Colorado,Boulder,Health Status,Frequent physical distress among adults,Age-adjusted prevalence,10.3,9.2,11.5,327468,270853,8013,PHLTH,Frequent Physical Distress,POINT (-105.357934107429 40.0924397577047)
2022,CO,Colorado,Boulder,Health Outcomes,Arthritis among adults,Crude prevalence,23.7,23.6,23.8,327468,270853,8013,ARTHRITIS,Arthritis,POINT (-105.357934107429 40.0924397577047)
2021,CO,Colorado,Boulder,Prevention,Cholesterol screening among adults,Age-adjusted prevalence,83.3,81,85.4,327468,270853,8013,CHOLSCREEN,Cholesterol Screening,POINT (-105.357934107429 40.0924397577047)
2021,CO,Colorado,Boulder,Health Outcomes,High blood pressure among adults,Crude prevalence,24.1,21.7,26.6,327468,270853,8013,BPHIGH,High Blood Pressure,POINT (-105.357934107429 40.0924397577047)
2022,CO,Colorado,Boulder,Disability,Mobility disability among adults,Age-adjusted prevalence,8,7,9,327468,270853,8013,MOBILITY,Mobility Disability,POINT (-105.357934107429 40.0924397577047)
2022,CO,Colorado,Boulder,Health Outcomes,All teeth lost among adults aged >=65 years,Crude prevalence,8.2,6.6,10.1,327468,270853,8013,TEETHLOST,All Teeth Lost,POINT (-105.357934107429 40.0924397577047)
2022,CO,Colorado,Boulder,Health Outcomes,Coronary heart disease among adults,Age-adjusted prevalence,4.5,4,5,327468,270853,8013,CHD,Coronary Heart Disease,POINT (-105.357934107429 40.0924397577047)
2022,CO,Colorado,Boulder,Health Outcomes,Stroke among adults,Age-adjusted prevalence,2.3,2.1,2.5,327468,270853,8013,STROKE,Stroke,POINT (-105.357934107429 40.0924397577047)
2022,CO,Colorado,Boulder,Health Risk Behaviors,Binge drinking among adults,Age-adjusted prevalence,21.1,18.2,24.2,327468,270853,8013,BINGE,Binge Drinking,POINT (-105.357934107429 40.0924397577047)
2022,CO,Colorado,Boulder,Prevention,Mammography use among women aged 50-74 years,Age-adjusted prevalence,72.1,65.6,78.2,327468,270853,8013,MAMMOUSE,Mammography,POINT (-105.357934107429 40.0924397577047)
2022,CO,Colorado,Boulder,Prevention,Visited dentist or dental clinic in the past year among adults,Age-adjusted prevalence,70.2,67.2,73,327468,270853,8013,DENTAL,Dental Visit,POINT (-105.357934107429 40.0924397577047)
2022,CO,Colorado,Boulder,Prevention,Colorectal cancer screening among adults aged 45–75 years,Crude prevalence,65.1,60.9,69.1,327468,270853,8013,COLON_SCREEN,Colorectal Cancer Screening,POINT (-105.357934107429 40.0924397577047)
2022,CO,Colorado,Boulder,Health Status,Fair or poor self-rated health status among adults,Age-adjusted prevalence,11.4,10.1,12.8,327468,270853,8013,GHLTH,General Health,POINT (-105.357934107429 40.0924397577047)
2022,CO,Colorado,Boulder,Health Status,Frequent physical distress among adults,Crude prevalence,10.5,9.4,11.8,327468,270853,8013,PHLTH,Frequent Physical Distress,POINT (-105.357934107429 40.0924397577047)
2021,CO,Colorado,Boulder,Prevention,Cholesterol screening among adults,Crude prevalence,82.7,80.4,84.8,327468,270853,8013,CHOLSCREEN,Cholesterol Screening,POINT (-105.357934107429 40.0924397577047)
2022,CO,Colorado,Boulder,Health Outcomes,Coronary heart disease among adults,Crude prevalence,4.9,4.4,5.4,327468,270853,8013,CHD,Coronary Heart Disease,POINT (-105.357934107429 40.0924397577047)
2022,CO,Colorado,Boulder,Disability,Mobility disability among adults,Crude prevalence,8.4,7.4,9.5,327468,270853,8013,MOBILITY,Mobility Disability,POINT (-105.357934107429 40.0924397577047)
2021,CO,Colorado,Boulder,Health Outcomes,High cholesterol among adults who have ever been screened,Age-adjusted prevalence,26.7,23.9,29.7,327468,270853,8013,HIGHCHOL,High Cholesterol,POINT (-105.357934107429 40.0924397577047)
2021,CO,Colorado,Boulder,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,Age-adjusted prevalence,52,47.8,56.3,327468,270853,8013,BPMED,High Blood Pressure Medication,POINT (-105.357934107429 40.0924397577047)
2022,CO,Colorado,Broomfield,Health Risk Behaviors,No leisure-time physical activity among adults,Age-adjusted prevalence,12.7,10.3,15.4,76121,60738,8014,LPA,Physical Inactivity,POINT (-105.052398567169 39.9553900779039)
2022,CO,Colorado,Broomfield,Prevention,Colorectal cancer screening among adults aged 45–75 years,Age-adjusted prevalence,63,58,67.9,76121,60738,8014,COLON_SCREEN,Colorectal Cancer Screening,POINT (-105.052398567169 39.9553900779039)
2022,CO,Colorado,Broomfield,Disability,Any disability among adults,Crude prevalence,19.4,16.5,22.6,76121,60738,8014,DISABILITY,Any Disability,POINT (-105.052398567169 39.9553900779039)
2022,CO,Colorado,Broomfield,Health Status,Frequent physical distress among adults,Age-adjusted prevalence,8.8,7.7,9.9,76121,60738,8014,PHLTH,Frequent Physical Distress,POINT (-105.052398567169 39.9553900779039)
2022,CO,Colorado,Broomfield,Health Outcomes,Current asthma among adults,Age-adjusted prevalence,10.1,8.8,11.4,76121,60738,8014,CASTHMA,Current Asthma,POINT (-105.052398567169 39.9553900779039)
2022,CO,Colorado,Broomfield,Health Outcomes,Stroke among adults,Crude prevalence,2.1,1.9,2.3,76121,60738,8014,STROKE,Stroke,POINT (-105.052398567169 39.9553900779039)
2022,CO,Colorado,Broomfield,Prevention,Visited dentist or dental clinic in the past year among adults,Crude prevalence,71.4,68.1,74.4,76121,60738,8014,DENTAL,Dental Visit,POINT (-105.052398567169 39.9553900779039)
2021,CO,Colorado,Broomfield,Prevention,Cholesterol screening among adults,Age-adjusted prevalence,84.4,81.9,86.7,76121,60738,8014,CHOLSCREEN,Cholesterol Screening,POINT (-105.052398567169 39.9553900779039)
2022,CO,Colorado,Broomfield,Disability,Mobility disability among adults,Age-adjusted prevalence,6.5,5.6,7.5,76121,60738,8014,MOBILITY,Mobility Disability,POINT (-105.052398567169 39.9553900779039)
2022,CO,Colorado,Broomfield,Prevention,Mammography use among women aged 50-74 years,Crude prevalence,76,68.5,82.7,76121,60738,8014,MAMMOUSE,Mammography,POINT (-105.052398567169 39.9553900779039)
2022,CO,Colorado,Broomfield,Health Outcomes,Arthritis among adults,Crude prevalence,23.1,22.4,23.7,76121,60738,8014,ARTHRITIS,Arthritis,POINT (-105.052398567169 39.9553900779039)
2021,CO,Colorado,Broomfield,Health Outcomes,High blood pressure among adults,Crude prevalence,23.7,20.5,27,76121,60738,8014,BPHIGH,High Blood Pressure,POINT (-105.052398567169 39.9553900779039)
2022,CO,Colorado,Broomfield,Disability,Hearing disability among adults,Crude prevalence,4.7,4.1,5.4,76121,60738,8014,HEARING,Hearing Disability,POINT (-105.052398567169 39.9553900779039)
2022,CO,Colorado,Broomfield,Health Outcomes,Chronic obstructive pulmonary disease among adults,Crude prevalence,3.8,3.4,4.3,76121,60738,8014,COPD,COPD,POINT (-105.052398567169 39.9553900779039)
2022,CO,Colorado,Broomfield,Disability,Self-care disability among adults,Crude prevalence,1.9,1.7,2,76121,60738,8014,SELFCARE,Self-care Disability,POINT (-105.052398567169 39.9553900779039)
2022,CO,Colorado,Broomfield,Health Outcomes,Stroke among adults,Age-adjusted prevalence,2,1.8,2.2,76121,60738,8014,STROKE,Stroke,POINT (-105.052398567169 39.9553900779039)
2022,CO,Colorado,Broomfield,Health Status,Frequent physical distress among adults,Crude prevalence,9,7.9,10.2,76121,60738,8014,PHLTH,Frequent Physical Distress,POINT (-105.052398567169 39.9553900779039)
2021,CO,Colorado,Broomfield,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,Crude prevalence,70.8,66.8,74.6,76121,60738,8014,BPMED,High Blood Pressure Medication,POINT (-105.052398567169 39.9553900779039)
