Year,StateAbbr,state,county,Category,Measure,Data_Value_Type,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,TotalPop18plus,LocationID,MeasureId,Short_Question_Text,Geolocation
2021,ND,North Dakota,Adams,Prevention,Cholesterol screening among adults,Age-adjusted prevalence,77.9,74.6,81,2115,1698,38001,CHOLSCREEN,Cholesterol Screening,POINT (-102.5284049481 46.0968716061517)
2022,ND,North Dakota,Adams,Disability,Hearing disability among adults,Crude prevalence,11.4,10.1,12.7,2115,1698,38001,HEARING,Hearing Disability,POINT (-102.5284049481 46.0968716061517)
2022,ND,North Dakota,Adams,Health Outcomes,Stroke among adults,Crude prevalence,4.8,4.3,5.2,2115,1698,38001,STROKE,Stroke,POINT (-102.5284049481 46.0968716061517)
2022,ND,North Dakota,Adams,Disability,Independent living disability among adults,Age-adjusted prevalence,7.9,7.1,8.8,2115,1698,38001,INDEPLIVE,Independent Living Disability,POINT (-102.5284049481 46.0968716061517)
2022,ND,North Dakota,Adams,Health Outcomes,Coronary heart disease among adults,Age-adjusted prevalence,6.2,5.5,6.9,2115,1698,38001,CHD,Coronary Heart Disease,POINT (-102.5284049481 46.0968716061517)
2022,ND,North Dakota,Adams,Health Outcomes,All teeth lost among adults aged >=65 years,Age-adjusted prevalence,12.8,10.3,15.9,2115,1698,38001,TEETHLOST,All Teeth Lost,POINT (-102.5284049481 46.0968716061517)
2022,ND,North Dakota,Adams,Health Outcomes,Cancer (non-skin) or melanoma among adults,Crude prevalence,11.5,10.3,12.8,2115,1698,38001,CANCER,Cancer (non-skin) or Melanoma,POINT (-102.5284049481 46.0968716061517)
2021,ND,North Dakota,Adams,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,Age-adjusted prevalence,61,56.1,65.8,2115,1698,38001,BPMED,High Blood Pressure Medication,POINT (-102.5284049481 46.0968716061517)
2022,ND,North Dakota,Adams,Health Outcomes,Depression among adults,Age-adjusted prevalence,22.3,18.9,26.1,2115,1698,38001,DEPRESSION,Depression,POINT (-102.5284049481 46.0968716061517)
2022,ND,North Dakota,Adams,Health Outcomes,Chronic obstructive pulmonary disease among adults,Crude prevalence,9.6,8.5,10.7,2115,1698,38001,COPD,COPD,POINT (-102.5284049481 46.0968716061517)
2022,ND,North Dakota,Adams,Prevention,Mammography use among women aged 50-74 years,Crude prevalence,80.4,73.3,86.5,2115,1698,38001,MAMMOUSE,Mammography,POINT (-102.5284049481 46.0968716061517)
2022,ND,North Dakota,Adams,Disability,Any disability among adults,Age-adjusted prevalence,29.4,25.5,33.6,2115,1698,38001,DISABILITY,Any Disability,POINT (-102.5284049481 46.0968716061517)
2022,ND,North Dakota,Adams,Disability,Mobility disability among adults,Crude prevalence,16.7,14.7,18.9,2115,1698,38001,MOBILITY,Mobility Disability,POINT (-102.5284049481 46.0968716061517)
2021,ND,North Dakota,Adams,Prevention,Cholesterol screening among adults,Crude prevalence,84,81.4,86.4,2115,1698,38001,CHOLSCREEN,Cholesterol Screening,POINT (-102.5284049481 46.0968716061517)
2022,ND,North Dakota,Adams,Health Outcomes,Arthritis among adults,Crude prevalence,36,34.2,37.9,2115,1698,38001,ARTHRITIS,Arthritis,POINT (-102.5284049481 46.0968716061517)
2022,ND,North Dakota,Adams,Health Outcomes,Coronary heart disease among adults,Crude prevalence,9.9,8.8,11,2115,1698,38001,CHD,Coronary Heart Disease,POINT (-102.5284049481 46.0968716061517)
2022,ND,North Dakota,Adams,Health Risk Behaviors,Short sleep duration among adults,Age-adjusted prevalence,34.5,28,41.7,2115,1698,38001,SLEEP,Short Sleep Duration,POINT (-102.5284049481 46.0968716061517)
2022,ND,North Dakota,Adams,Health Risk Behaviors,Current cigarette smoking among adults,Age-adjusted prevalence,19.6,17.2,22.3,2115,1698,38001,CSMOKING,Current Cigarette Smoking,POINT (-102.5284049481 46.0968716061517)
2022,ND,North Dakota,Adams,Disability,Self-care disability among adults,Crude prevalence,4.3,3.9,4.6,2115,1698,38001,SELFCARE,Self-care Disability,POINT (-102.5284049481 46.0968716061517)
2022,ND,North Dakota,Adams,Disability,Independent living disability among adults,Crude prevalence,8.4,7.6,9.4,2115,1698,38001,INDEPLIVE,Independent Living Disability,POINT (-102.5284049481 46.0968716061517)
2022,ND,North Dakota,Adams,Health Status,Fair or poor self-rated health status among adults,Crude prevalence,19.8,17.5,22.2,2115,1698,38001,GHLTH,General Health,POINT (-102.5284049481 46.0968716061517)
2022,ND,North Dakota,Adams,Prevention,Mammography use among women aged 50-74 years,Age-adjusted prevalence,79.3,71.9,85.5,2115,1698,38001,MAMMOUSE,Mammography,POINT (-102.5284049481 46.0968716061517)
2022,ND,North Dakota,Adams,Health Outcomes,Cancer (non-skin) or melanoma among adults,Age-adjusted prevalence,7.2,6.4,8,2115,1698,38001,CANCER,Cancer (non-skin) or Melanoma,POINT (-102.5284049481 46.0968716061517)
2022,ND,North Dakota,Adams,Health Outcomes,Diagnosed diabetes among adults,Crude prevalence,13.2,11.3,15.3,2115,1698,38001,DIABETES,Diabetes,POINT (-102.5284049481 46.0968716061517)
2021,ND,North Dakota,Adams,Health Outcomes,High blood pressure among adults,Crude prevalence,40.6,36.2,45,2115,1698,38001,BPHIGH,High Blood Pressure,POINT (-102.5284049481 46.0968716061517)
2022,ND,North Dakota,Adams,Disability,Mobility disability among adults,Age-adjusted prevalence,11.8,10.4,13.5,2115,1698,38001,MOBILITY,Mobility Disability,POINT (-102.5284049481 46.0968716061517)
2022,ND,North Dakota,Adams,Disability,Vision disability among adults,Crude prevalence,5.8,5.2,6.4,2115,1698,38001,VISION,Vision Disability,POINT (-102.5284049481 46.0968716061517)
2022,ND,North Dakota,Adams,Prevention,Visits to doctor for routine checkup within the past year among adults,Age-adjusted prevalence,71.6,67.1,76,2115,1698,38001,CHECKUP,Annual Checkup,POINT (-102.5284049481 46.0968716061517)
2022,ND,North Dakota,Adams,Disability,Vision disability among adults,Age-adjusted prevalence,4.9,4.5,5.4,2115,1698,38001,VISION,Vision Disability,POINT (-102.5284049481 46.0968716061517)
2022,ND,North Dakota,Adams,Health Risk Behaviors,Binge drinking among adults,Age-adjusted prevalence,22.5,18.5,26.9,2115,1698,38001,BINGE,Binge Drinking,POINT (-102.5284049481 46.0968716061517)
2022,ND,North Dakota,Adams,Health Status,Frequent physical distress among adults,Age-adjusted prevalence,12.2,10.8,13.8,2115,1698,38001,PHLTH,Frequent Physical Distress,POINT (-102.5284049481 46.0968716061517)
2022,ND,North Dakota,Adams,Health Risk Behaviors,No leisure-time physical activity among adults,Age-adjusted prevalence,27.4,23.1,32.2,2115,1698,38001,LPA,Physical Inactivity,POINT (-102.5284049481 46.0968716061517)
2022,ND,North Dakota,Adams,Disability,Cognitive disability among adults,Age-adjusted prevalence,14.8,13.2,16.6,2115,1698,38001,COGNITION,Cognitive Disability,POINT (-102.5284049481 46.0968716061517)
2022,ND,North Dakota,Adams,Health Risk Behaviors,Short sleep duration among adults,Crude prevalence,31.6,25.3,38.6,2115,1698,38001,SLEEP,Short Sleep Duration,POINT (-102.5284049481 46.0968716061517)
2021,ND,North Dakota,Adams,Health Outcomes,High cholesterol among adults who have ever been screened,Crude prevalence,37.5,32.8,42.3,2115,1698,38001,HIGHCHOL,High Cholesterol,POINT (-102.5284049481 46.0968716061517)
2022,ND,North Dakota,Adams,Health Risk Behaviors,Current cigarette smoking among adults,Crude prevalence,17.7,15.4,20.1,2115,1698,38001,CSMOKING,Current Cigarette Smoking,POINT (-102.5284049481 46.0968716061517)
2022,ND,North Dakota,Adams,Health Outcomes,Chronic obstructive pulmonary disease among adults,Age-adjusted prevalence,7.1,6.3,8,2115,1698,38001,COPD,COPD,POINT (-102.5284049481 46.0968716061517)
2021,ND,North Dakota,Adams,Health Outcomes,High cholesterol among adults who have ever been screened,Age-adjusted prevalence,27.8,23.7,32.1,2115,1698,38001,HIGHCHOL,High Cholesterol,POINT (-102.5284049481 46.0968716061517)
2022,ND,North Dakota,Adams,Health Outcomes,Obesity among adults,Crude prevalence,37.1,29.6,45.5,2115,1698,38001,OBESITY,Obesity,POINT (-102.5284049481 46.0968716061517)
2022,ND,North Dakota,Adams,Health Status,Fair or poor self-rated health status among adults,Age-adjusted prevalence,17.4,15.4,19.6,2115,1698,38001,GHLTH,General Health,POINT (-102.5284049481 46.0968716061517)
2022,ND,North Dakota,Adams,Prevention,Colorectal cancer screening among adults aged 45–75 years,Crude prevalence,68.3,62.9,73.3,2115,1698,38001,COLON_SCREEN,Colorectal Cancer Screening,POINT (-102.5284049481 46.0968716061517)
2022,ND,North Dakota,Adams,Health Status,Frequent mental distress among adults,Crude prevalence,13.9,12.5,15.6,2115,1698,38001,MHLTH,Frequent Mental Distress,POINT (-102.5284049481 46.0968716061517)
2022,ND,North Dakota,Adams,Health Outcomes,Current asthma among adults,Crude prevalence,10.5,9.2,12,2115,1698,38001,CASTHMA,Current Asthma,POINT (-102.5284049481 46.0968716061517)
2022,ND,North Dakota,Adams,Prevention,Current lack of health insurance among adults aged 18-64 years,Age-adjusted prevalence,7.3,6.3,8.4,2115,1698,38001,ACCESS2,Health Insurance,POINT (-102.5284049481 46.0968716061517)
2021,ND,North Dakota,Adams,Health Outcomes,High blood pressure among adults,Age-adjusted prevalence,30.1,26.2,33.9,2115,1698,38001,BPHIGH,High Blood Pressure,POINT (-102.5284049481 46.0968716061517)
2022,ND,North Dakota,Adams,Health Outcomes,Diagnosed diabetes among adults,Age-adjusted prevalence,9.5,8.1,11,2115,1698,38001,DIABETES,Diabetes,POINT (-102.5284049481 46.0968716061517)
2022,ND,North Dakota,Adams,Health Risk Behaviors,No leisure-time physical activity among adults,Crude prevalence,30,25.4,35,2115,1698,38001,LPA,Physical Inactivity,POINT (-102.5284049481 46.0968716061517)
2022,ND,North Dakota,Adams,Health Status,Frequent mental distress among adults,Age-adjusted prevalence,16.9,15.1,18.8,2115,1698,38001,MHLTH,Frequent Mental Distress,POINT (-102.5284049481 46.0968716061517)
2022,ND,North Dakota,Adams,Health Risk Behaviors,Binge drinking among adults,Crude prevalence,17.4,14.2,20.9,2115,1698,38001,BINGE,Binge Drinking,POINT (-102.5284049481 46.0968716061517)
2022,ND,North Dakota,Adams,Prevention,Visits to doctor for routine checkup within the past year among adults,Crude prevalence,77.5,73.6,81.2,2115,1698,38001,CHECKUP,Annual Checkup,POINT (-102.5284049481 46.0968716061517)
2022,ND,North Dakota,Adams,Disability,Hearing disability among adults,Age-adjusted prevalence,7.7,6.8,8.6,2115,1698,38001,HEARING,Hearing Disability,POINT (-102.5284049481 46.0968716061517)
2022,ND,North Dakota,Adams,Health Status,Frequent physical distress among adults,Crude prevalence,13.9,12.2,15.7,2115,1698,38001,PHLTH,Frequent Physical Distress,POINT (-102.5284049481 46.0968716061517)
2022,ND,North Dakota,Adams,Prevention,Visited dentist or dental clinic in the past year among adults,Age-adjusted prevalence,58.7,54.8,62.7,2115,1698,38001,DENTAL,Dental Visit,POINT (-102.5284049481 46.0968716061517)
2022,ND,North Dakota,Adams,Disability,Cognitive disability among adults,Crude prevalence,13.1,11.6,14.8,2115,1698,38001,COGNITION,Cognitive Disability,POINT (-102.5284049481 46.0968716061517)
2022,ND,North Dakota,Adams,Health Outcomes,Stroke among adults,Age-adjusted prevalence,3.2,2.9,3.5,2115,1698,38001,STROKE,Stroke,POINT (-102.5284049481 46.0968716061517)
2022,ND,North Dakota,Adams,Health Outcomes,All teeth lost among adults aged >=65 years,Crude prevalence,13.1,10.5,16.3,2115,1698,38001,TEETHLOST,All Teeth Lost,POINT (-102.5284049481 46.0968716061517)
2022,ND,North Dakota,Adams,Disability,Self-care disability among adults,Age-adjusted prevalence,3.5,3.2,3.8,2115,1698,38001,SELFCARE,Self-care Disability,POINT (-102.5284049481 46.0968716061517)
2022,ND,North Dakota,Adams,Health Outcomes,Depression among adults,Crude prevalence,19.7,16.6,23.3,2115,1698,38001,DEPRESSION,Depression,POINT (-102.5284049481 46.0968716061517)
2021,ND,North Dakota,Adams,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,Crude prevalence,84.6,81.9,87,2115,1698,38001,BPMED,High Blood Pressure Medication,POINT (-102.5284049481 46.0968716061517)
2022,ND,North Dakota,Adams,Health Outcomes,Obesity among adults,Age-adjusted prevalence,38.2,30.6,46.5,2115,1698,38001,OBESITY,Obesity,POINT (-102.5284049481 46.0968716061517)
2022,ND,North Dakota,Adams,Health Outcomes,Current asthma among adults,Age-adjusted prevalence,11,9.7,12.5,2115,1698,38001,CASTHMA,Current Asthma,POINT (-102.5284049481 46.0968716061517)
2022,ND,North Dakota,Adams,Prevention,Current lack of health insurance among adults aged 18-64 years,Crude prevalence,5,4.3,5.7,2115,1698,38001,ACCESS2,Health Insurance,POINT (-102.5284049481 46.0968716061517)
2022,ND,North Dakota,Adams,Disability,Any disability among adults,Crude prevalence,33.9,29.7,38.4,2115,1698,38001,DISABILITY,Any Disability,POINT (-102.5284049481 46.0968716061517)
2022,ND,North Dakota,Adams,Prevention,Colorectal cancer screening among adults aged 45–75 years,Age-adjusted prevalence,58.3,52.6,63.7,2115,1698,38001,COLON_SCREEN,Colorectal Cancer Screening,POINT (-102.5284049481 46.0968716061517)
2022,ND,North Dakota,Barnes,Health Status,Fair or poor self-rated health status among adults,Crude prevalence,14.8,13.1,16.8,10758,8647,38003,GHLTH,General Health,POINT (-98.0716472520206 46.9359126093315)
2022,ND,North Dakota,Barnes,Prevention,Visits to doctor for routine checkup within the past year among adults,Crude prevalence,76.4,72.6,80.1,10758,8647,38003,CHECKUP,Annual Checkup,POINT (-98.0716472520206 46.9359126093315)
2022,ND,North Dakota,Barnes,Health Risk Behaviors,Short sleep duration among adults,Crude prevalence,30.3,24.6,36.4,10758,8647,38003,SLEEP,Short Sleep Duration,POINT (-98.0716472520206 46.9359126093315)
2022,ND,North Dakota,Barnes,Health Status,Frequent mental distress among adults,Crude prevalence,13.7,12.3,15.2,10758,8647,38003,MHLTH,Frequent Mental Distress,POINT (-98.0716472520206 46.9359126093315)
2022,ND,North Dakota,Barnes,Health Risk Behaviors,Binge drinking among adults,Crude prevalence,19.7,16.2,23.5,10758,8647,38003,BINGE,Binge Drinking,POINT (-98.0716472520206 46.9359126093315)
2022,ND,North Dakota,Barnes,Health Outcomes,Diagnosed diabetes among adults,Age-adjusted prevalence,8.5,7.2,9.9,10758,8647,38003,DIABETES,Diabetes,POINT (-98.0716472520206 46.9359126093315)
2022,ND,North Dakota,Barnes,Health Risk Behaviors,Current cigarette smoking among adults,Crude prevalence,13.3,11.6,15.3,10758,8647,38003,CSMOKING,Current Cigarette Smoking,POINT (-98.0716472520206 46.9359126093315)
2022,ND,North Dakota,Barnes,Health Risk Behaviors,No leisure-time physical activity among adults,Crude prevalence,22.6,18.9,26.6,10758,8647,38003,LPA,Physical Inactivity,POINT (-98.0716472520206 46.9359126093315)
2021,ND,North Dakota,Barnes,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,Crude prevalence,81.7,78.7,84.4,10758,8647,38003,BPMED,High Blood Pressure Medication,POINT (-98.0716472520206 46.9359126093315)
2022,ND,North Dakota,Barnes,Disability,Vision disability among adults,Age-adjusted prevalence,4,3.6,4.4,10758,8647,38003,VISION,Vision Disability,POINT (-98.0716472520206 46.9359126093315)
2022,ND,North Dakota,Barnes,Prevention,Visited dentist or dental clinic in the past year among adults,Age-adjusted prevalence,65.2,61.7,68.8,10758,8647,38003,DENTAL,Dental Visit,POINT (-98.0716472520206 46.9359126093315)
2022,ND,North Dakota,Barnes,Prevention,Current lack of health insurance among adults aged 18-64 years,Age-adjusted prevalence,6.3,5.4,7.3,10758,8647,38003,ACCESS2,Health Insurance,POINT (-98.0716472520206 46.9359126093315)
2021,ND,North Dakota,Barnes,Health Outcomes,High cholesterol among adults who have ever been screened,Crude prevalence,34.1,29.8,38.3,10758,8647,38003,HIGHCHOL,High Cholesterol,POINT (-98.0716472520206 46.9359126093315)
2022,ND,North Dakota,Barnes,Health Outcomes,Chronic obstructive pulmonary disease among adults,Age-adjusted prevalence,5.5,4.9,6.3,10758,8647,38003,COPD,COPD,POINT (-98.0716472520206 46.9359126093315)
2022,ND,North Dakota,Barnes,Health Outcomes,Current asthma among adults,Crude prevalence,10.3,9.1,11.7,10758,8647,38003,CASTHMA,Current Asthma,POINT (-98.0716472520206 46.9359126093315)
2022,ND,North Dakota,Barnes,Health Outcomes,Stroke among adults,Age-adjusted prevalence,2.7,2.5,3,10758,8647,38003,STROKE,Stroke,POINT (-98.0716472520206 46.9359126093315)
2022,ND,North Dakota,Barnes,Prevention,Visits to doctor for routine checkup within the past year among adults,Age-adjusted prevalence,72.6,68.3,76.7,10758,8647,38003,CHECKUP,Annual Checkup,POINT (-98.0716472520206 46.9359126093315)
2022,ND,North Dakota,Barnes,Health Status,Frequent physical distress among adults,Crude prevalence,11.1,9.8,12.6,10758,8647,38003,PHLTH,Frequent Physical Distress,POINT (-98.0716472520206 46.9359126093315)
2022,ND,North Dakota,Barnes,Disability,Self-care disability among adults,Age-adjusted prevalence,2.8,2.6,3.1,10758,8647,38003,SELFCARE,Self-care Disability,POINT (-98.0716472520206 46.9359126093315)
2022,ND,North Dakota,Barnes,Disability,Hearing disability among adults,Age-adjusted prevalence,6.8,6.1,7.7,10758,8647,38003,HEARING,Hearing Disability,POINT (-98.0716472520206 46.9359126093315)
2022,ND,North Dakota,Barnes,Prevention,Colorectal cancer screening among adults aged 45–75 years,Crude prevalence,66.4,61.2,71.2,10758,8647,38003,COLON_SCREEN,Colorectal Cancer Screening,POINT (-98.0716472520206 46.9359126093315)
2021,ND,North Dakota,Barnes,Health Outcomes,High blood pressure among adults,Age-adjusted prevalence,29.4,25.6,33.3,10758,8647,38003,BPHIGH,High Blood Pressure,POINT (-98.0716472520206 46.9359126093315)
2022,ND,North Dakota,Barnes,Health Outcomes,All teeth lost among adults aged >=65 years,Crude prevalence,11.6,9.4,14.2,10758,8647,38003,TEETHLOST,All Teeth Lost,POINT (-98.0716472520206 46.9359126093315)
2022,ND,North Dakota,Barnes,Health Status,Frequent mental distress among adults,Age-adjusted prevalence,15.4,13.8,17.1,10758,8647,38003,MHLTH,Frequent Mental Distress,POINT (-98.0716472520206 46.9359126093315)
2022,ND,North Dakota,Barnes,Health Outcomes,Arthritis among adults,Crude prevalence,29.3,29.2,29.4,10758,8647,38003,ARTHRITIS,Arthritis,POINT (-98.0716472520206 46.9359126093315)
2022,ND,North Dakota,Barnes,Health Outcomes,Depression among adults,Crude prevalence,20.9,17.8,24.5,10758,8647,38003,DEPRESSION,Depression,POINT (-98.0716472520206 46.9359126093315)
2022,ND,North Dakota,Barnes,Health Outcomes,Current asthma among adults,Age-adjusted prevalence,10.6,9.3,12,10758,8647,38003,CASTHMA,Current Asthma,POINT (-98.0716472520206 46.9359126093315)
2022,ND,North Dakota,Barnes,Health Outcomes,Chronic obstructive pulmonary disease among adults,Crude prevalence,6.7,5.9,7.6,10758,8647,38003,COPD,COPD,POINT (-98.0716472520206 46.9359126093315)
2022,ND,North Dakota,Barnes,Health Risk Behaviors,No leisure-time physical activity among adults,Age-adjusted prevalence,21.8,18.3,25.7,10758,8647,38003,LPA,Physical Inactivity,POINT (-98.0716472520206 46.9359126093315)
2022,ND,North Dakota,Barnes,Disability,Self-care disability among adults,Crude prevalence,3.1,2.9,3.4,10758,8647,38003,SELFCARE,Self-care Disability,POINT (-98.0716472520206 46.9359126093315)
2022,ND,North Dakota,Barnes,Disability,Any disability among adults,Crude prevalence,28,24.4,31.9,10758,8647,38003,DISABILITY,Any Disability,POINT (-98.0716472520206 46.9359126093315)
2022,ND,North Dakota,Barnes,Prevention,Colorectal cancer screening among adults aged 45–75 years,Age-adjusted prevalence,58.3,52.9,63.5,10758,8647,38003,COLON_SCREEN,Colorectal Cancer Screening,POINT (-98.0716472520206 46.9359126093315)
2022,ND,North Dakota,Barnes,Health Status,Frequent physical distress among adults,Age-adjusted prevalence,10.4,9.2,11.8,10758,8647,38003,PHLTH,Frequent Physical Distress,POINT (-98.0716472520206 46.9359126093315)
2022,ND,North Dakota,Barnes,Disability,Hearing disability among adults,Crude prevalence,8.8,7.9,9.9,10758,8647,38003,HEARING,Hearing Disability,POINT (-98.0716472520206 46.9359126093315)
2021,ND,North Dakota,Barnes,Health Outcomes,High blood pressure among adults,Crude prevalence,35.1,31,39.2,10758,8647,38003,BPHIGH,High Blood Pressure,POINT (-98.0716472520206 46.9359126093315)
2022,ND,North Dakota,Barnes,Health Outcomes,Cancer (non-skin) or melanoma among adults,Age-adjusted prevalence,7.5,6.7,8.3,10758,8647,38003,CANCER,Cancer (non-skin) or Melanoma,POINT (-98.0716472520206 46.9359126093315)
2022,ND,North Dakota,Barnes,Disability,Independent living disability among adults,Age-adjusted prevalence,6.7,6.1,7.5,10758,8647,38003,INDEPLIVE,Independent Living Disability,POINT (-98.0716472520206 46.9359126093315)
2022,ND,North Dakota,Barnes,Disability,Cognitive disability among adults,Age-adjusted prevalence,12.7,11.4,14.3,10758,8647,38003,COGNITION,Cognitive Disability,POINT (-98.0716472520206 46.9359126093315)
2022,ND,North Dakota,Barnes,Health Outcomes,Obesity among adults,Age-adjusted prevalence,37.8,30.9,45,10758,8647,38003,OBESITY,Obesity,POINT (-98.0716472520206 46.9359126093315)
2022,ND,North Dakota,Barnes,Health Outcomes,Depression among adults,Age-adjusted prevalence,22.5,19.1,26.2,10758,8647,38003,DEPRESSION,Depression,POINT (-98.0716472520206 46.9359126093315)
2022,ND,North Dakota,Barnes,Health Outcomes,All teeth lost among adults aged >=65 years,Age-adjusted prevalence,11.8,9.5,14.4,10758,8647,38003,TEETHLOST,All Teeth Lost,POINT (-98.0716472520206 46.9359126093315)
2021,ND,North Dakota,Barnes,Prevention,Cholesterol screening among adults,Crude prevalence,81.4,78.5,84.1,10758,8647,38003,CHOLSCREEN,Cholesterol Screening,POINT (-98.0716472520206 46.9359126093315)
2022,ND,North Dakota,Barnes,Prevention,Mammography use among women aged 50-74 years,Crude prevalence,75.2,67.4,82.2,10758,8647,38003,MAMMOUSE,Mammography,POINT (-98.0716472520206 46.9359126093315)
2022,ND,North Dakota,Barnes,Disability,Any disability among adults,Age-adjusted prevalence,25.6,22.1,29.4,10758,8647,38003,DISABILITY,Any Disability,POINT (-98.0716472520206 46.9359126093315)
2022,ND,North Dakota,Barnes,Health Outcomes,Coronary heart disease among adults,Crude prevalence,7.6,6.8,8.5,10758,8647,38003,CHD,Coronary Heart Disease,POINT (-98.0716472520206 46.9359126093315)
2022,ND,North Dakota,Barnes,Health Outcomes,Arthritis among adults,Age-adjusted prevalence,24.5,21.4,27.8,10758,8647,38003,ARTHRITIS,Arthritis,POINT (-98.0716472520206 46.9359126093315)
2022,ND,North Dakota,Barnes,Health Outcomes,Cancer (non-skin) or melanoma among adults,Crude prevalence,10.3,9.3,11.4,10758,8647,38003,CANCER,Cancer (non-skin) or Melanoma,POINT (-98.0716472520206 46.9359126093315)
2022,ND,North Dakota,Barnes,Disability,Mobility disability among adults,Crude prevalence,12.3,10.8,14.1,10758,8647,38003,MOBILITY,Mobility Disability,POINT (-98.0716472520206 46.9359126093315)
2022,ND,North Dakota,Barnes,Health Outcomes,Obesity among adults,Crude prevalence,36.5,29.7,43.7,10758,8647,38003,OBESITY,Obesity,POINT (-98.0716472520206 46.9359126093315)
2022,ND,North Dakota,Barnes,Health Status,Fair or poor self-rated health status among adults,Age-adjusted prevalence,13.9,12.3,15.8,10758,8647,38003,GHLTH,General Health,POINT (-98.0716472520206 46.9359126093315)
2022,ND,North Dakota,Barnes,Health Risk Behaviors,Current cigarette smoking among adults,Age-adjusted prevalence,15.4,13.5,17.7,10758,8647,38003,CSMOKING,Current Cigarette Smoking,POINT (-98.0716472520206 46.9359126093315)
2022,ND,North Dakota,Barnes,Health Risk Behaviors,Short sleep duration among adults,Age-adjusted prevalence,32.4,26.5,38.7,10758,8647,38003,SLEEP,Short Sleep Duration,POINT (-98.0716472520206 46.9359126093315)
2022,ND,North Dakota,Barnes,Health Outcomes,Diagnosed diabetes among adults,Crude prevalence,10.7,9.2,12.5,10758,8647,38003,DIABETES,Diabetes,POINT (-98.0716472520206 46.9359126093315)
2022,ND,North Dakota,Barnes,Health Risk Behaviors,Binge drinking among adults,Age-adjusted prevalence,22.8,18.8,27.1,10758,8647,38003,BINGE,Binge Drinking,POINT (-98.0716472520206 46.9359126093315)
2022,ND,North Dakota,Barnes,Disability,Cognitive disability among adults,Crude prevalence,11.7,10.5,13.2,10758,8647,38003,COGNITION,Cognitive Disability,POINT (-98.0716472520206 46.9359126093315)
2022,ND,North Dakota,Barnes,Disability,Independent living disability among adults,Crude prevalence,6.9,6.3,7.7,10758,8647,38003,INDEPLIVE,Independent Living Disability,POINT (-98.0716472520206 46.9359126093315)
2022,ND,North Dakota,Barnes,Disability,Vision disability among adults,Crude prevalence,4.4,4,4.8,10758,8647,38003,VISION,Vision Disability,POINT (-98.0716472520206 46.9359126093315)
2021,ND,North Dakota,Barnes,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,Age-adjusted prevalence,60.7,55.5,65.6,10758,8647,38003,BPMED,High Blood Pressure Medication,POINT (-98.0716472520206 46.9359126093315)
2022,ND,North Dakota,Barnes,Prevention,Visited dentist or dental clinic in the past year among adults,Crude prevalence,67.5,64.1,70.9,10758,8647,38003,DENTAL,Dental Visit,POINT (-98.0716472520206 46.9359126093315)
2021,ND,North Dakota,Barnes,Prevention,Cholesterol screening among adults,Age-adjusted prevalence,78.4,75,81.5,10758,8647,38003,CHOLSCREEN,Cholesterol Screening,POINT (-98.0716472520206 46.9359126093315)
2022,ND,North Dakota,Barnes,Health Outcomes,Stroke among adults,Crude prevalence,3.6,3.3,3.9,10758,8647,38003,STROKE,Stroke,POINT (-98.0716472520206 46.9359126093315)
2022,ND,North Dakota,Barnes,Prevention,Mammography use among women aged 50-74 years,Age-adjusted prevalence,74.9,67,81.9,10758,8647,38003,MAMMOUSE,Mammography,POINT (-98.0716472520206 46.9359126093315)
2022,ND,North Dakota,Barnes,Prevention,Current lack of health insurance among adults aged 18-64 years,Crude prevalence,4.2,3.6,4.9,10758,8647,38003,ACCESS2,Health Insurance,POINT (-98.0716472520206 46.9359126093315)
2022,ND,North Dakota,Barnes,Health Outcomes,Coronary heart disease among adults,Age-adjusted prevalence,5.5,4.9,6.2,10758,8647,38003,CHD,Coronary Heart Disease,POINT (-98.0716472520206 46.9359126093315)
2021,ND,North Dakota,Barnes,Health Outcomes,High cholesterol among adults who have ever been screened,Age-adjusted prevalence,27.1,23,31.1,10758,8647,38003,HIGHCHOL,High Cholesterol,POINT (-98.0716472520206 46.9359126093315)
2022,ND,North Dakota,Barnes,Disability,Mobility disability among adults,Age-adjusted prevalence,9.8,8.6,11.3,10758,8647,38003,MOBILITY,Mobility Disability,POINT (-98.0716472520206 46.9359126093315)
2022,ND,North Dakota,Benson,Health Status,Frequent physical distress among adults,Age-adjusted prevalence,16.9,15,18.9,5770,3770,38005,PHLTH,Frequent Physical Distress,POINT (-99.3657508558668 48.069371377325)
2022,ND,North Dakota,Benson,Prevention,Colorectal cancer screening among adults aged 45–75 years,Age-adjusted prevalence,51.6,46,57.1,5770,3770,38005,COLON_SCREEN,Colorectal Cancer Screening,POINT (-99.3657508558668 48.069371377325)
2022,ND,North Dakota,Benson,Disability,Hearing disability among adults,Crude prevalence,11.7,10.5,13.1,5770,3770,38005,HEARING,Hearing Disability,POINT (-99.3657508558668 48.069371377325)
2022,ND,North Dakota,Benson,Health Outcomes,Coronary heart disease among adults,Crude prevalence,9.6,8.7,10.6,5770,3770,38005,CHD,Coronary Heart Disease,POINT (-99.3657508558668 48.069371377325)
